Id,SalePrice
1461,-1615081238759881.0
1462,189807298074846.3
1463,-321411308025362.8
1464,-363369575151520.4
1465,598887739000.0662
1466,-675857358239336.5
1467,-395799818964624.75
1468,-919129368457699.4
1469,242658815562843.28
1470,-1664376869022283.8
1471,223546356009310.03
1472,-2460520478988650.0
1473,-2188201561631862.2
1474,-778816248771293.1
1475,-1821950454407589.8
1476,2578626675270233.0
1477,1092205359572848.5
1478,1723995823755595.8
1479,2235934931751882.0
1480,5815051983911894.0
1481,2582133426424185.0
1482,375560796130501.56
1483,186676716785921.16
1484,-550396800458200.3
1485,-1202216172350967.5
1486,-339840309143344.56
1487,2853183218466417.5
1488,1302123363122584.5
1489,-249623447432588.88
1490,752654244129043.4
1491,-499756029524969.3
1492,-1106839342380239.1
1493,688013587965258.0
1494,1452836810765704.2
1495,1820479637503571.0
1496,837168047537692.6
1497,-443251174249737.94
1498,-1825604128861573.2
1499,-1836187057634471.0
1500,-1769037534807293.0
1501,-934031867981472.4
1502,-2194131711113316.2
1503,564716173699582.6
1504,156780331776898.4
1505,862423180876201.2
1506,2255710461261726.0
1507,1954451436480683.2
1508,988145433872125.6
1509,-291955527361475.44
1510,-205194814431150.22
1511,-306688540367100.4
1512,933165645423617.0
1513,408250897371499.1
1514,1821198600217554.2
1515,3489478073208899.5
1516,-214789088209026.8
1517,-640194051375198.5
1518,1339167716556639.8
1519,806319319049228.2
1520,-608912212834816.2
1521,-316711303250842.0
1522,1210543175777252.0
1523,-1019451829316312.8
1524,-899404241533952.4
1525,-1274419762342623.5
1526,-1206370116075243.0
1527,-1228091861505303.0
1528,-1288658862426881.8
1529,-512056635983937.9
1530,409508830246363.1
1531,591220306965906.2
1532,-1421292709166082.0
1533,48299700314289.21
1534,-1171390412556159.5
1535,-67777765814153.05
1536,-605739401146125.6
1537,-1845731027588463.8
1538,-403636168432525.06
1539,1262486320446155.5
1540,1195537533943539.0
1541,-725495094754147.2
1542,-96497280261297.28
1543,972725971398403.0
1544,-2117743444817113.5
1545,-1921725735031505.0
1546,-1226306975546764.8
1547,-570803747572688.5
1548,-1026713658789673.2
1549,-2215657250114798.5
1550,-465745670164389.2
1551,-882517937498048.8
1552,133798495656908.83
1553,-787516040145470.6
1554,-1464570276429004.8
1555,1604905200571500.0
1556,-1471308614710002.8
1557,-1809020490100.4246
1558,-2282967880336581.0
1559,129454348218885.2
1560,-221510471843189.03
1561,2264315324656335.0
1562,-1697980011793682.0
1563,-1721352981412445.5
1564,360861021351594.44
1565,-1233029219661974.2
1566,817489268867303.0
1567,-2155794479943014.5
1568,717587977856459.5
1569,-182474629062790.44
1570,-946010148811607.9
1571,-762865533292108.2
1572,-456996934780141.75
1573,918581377668571.6
1574,77379253976052.22
1575,608233667985301.8
1576,46780535095855.69
1577,-233613018080945.28
1578,-854165569397836.1
1579,-1311942392969076.0
1580,-301424179070500.56
1581,-1189752220638661.5
1582,-1666383439067724.5
1583,2846767652465431.0
1584,743276417856912.8
1585,-1785262361448495.0
1586,-2659100038841564.5
1587,-1208876443796603.5
1588,-360405009646684.25
1589,-1473416242952514.0
1590,-765943061058400.8
1591,-1311561583104212.8
1592,59933970748273.5
1593,-1744129136070048.0
1594,1143728403091436.5
1595,-331261229524508.0
1596,1204526183620760.5
1597,1005837470648729.6
1598,-377932862069491.4
1599,-1023567431880073.8
1600,-362193312842437.3
1601,-3052223190625322.5
1602,-1664828255389017.2
1603,-1353801699517300.0
1604,1483613877116214.8
1605,417351709475965.44
1606,11319082716886.574
1607,3162413331685893.0
1608,275279873792676.34
1609,-266087604559447.62
1610,-1082533442816488.0
1611,-70391466119683.48
1612,622976880992345.9
1613,268997502480719.2
1614,-1390600544831017.5
1615,-2133476354437771.8
1616,-2130149017231713.0
1617,-2135707182802785.5
1618,-1674882651017576.8
1619,-1963506343530141.5
1620,1714141985335262.8
1621,-1649098909927219.8
1622,-718349574148319.5
1623,2066705165497422.2
1624,506873302262087.56
1625,-1643275250670401.2
1626,623484943737446.4
1627,-314122260597234.56
1628,937617088065402.6
1629,-265888370125584.6
1630,5065624929480966.0
1631,811249499177559.0
1632,1853260126200222.2
1633,-1169524723703473.2
1634,-244240231896263.5
1635,-1052300557106338.1
1636,-365300130184197.94
1637,233861333179295.53
1638,924702875560718.5
1639,1596487472250351.2
1640,2875697012961906.5
1641,1720452819187694.0
1642,310544637672163.1
1643,415124386450598.94
1644,35578323721938.62
1645,1348262545428437.8
1646,-686247383248343.4
1647,-365355872670380.1
1648,-406032940314374.44
1649,-950903274310765.6
1650,-1720426620483250.8
1651,-1711238632465249.8
1652,-2462373200848011.0
1653,-2522085655188335.5
1654,-752897632077533.8
1655,-1060756644780664.2
1656,-776453083135791.1
1657,-753162306626382.2
1658,-774373497366379.6
1659,-1832083708670380.0
1660,-677332680600595.2
1661,3680679666444991.0
1662,2485557412657851.0
1663,3028148698775712.0
1664,5697983963410627.0
1665,1882484902351313.8
1666,2042878656670155.0
1667,2561943376923652.5
1668,1891918235562872.8
1669,1017809278478036.1
1670,2155634536967328.8
1671,1957411324839926.5
1672,4792287729388933.0
1673,1384283883223274.0
1674,1347019721701985.0
1675,310817200665630.9
1676,95932418214841.88
1677,309680914130057.1
1678,4953639774231673.0
1679,3762891539421149.0
1680,2476534456426548.5
1681,729756356513978.0
1682,1761089190635480.0
1683,520075898893188.9
1684,-1085878923872859.2
1685,-988337211894072.2
1686,-241693854072456.38
1687,-1196053036372283.0
1688,-454495335640675.06
1689,-567752118631212.4
1690,-851271233876130.5
1691,-1354922845347203.2
1692,164279503654146.72
1693,-1224606276844728.2
