Id,SalePrice
1461,120418.06728020663
1462,158412.46671580954
1463,178702.09371993877
1464,203168.84354834404
1465,193898.5464224922
1466,186554.03721808427
1467,200232.58766243467
1468,175269.0475638128
1469,207466.47979141146
1470,115470.28929805299
1471,203995.03168857496
1472,119657.32202557885
1473,101354.08518117073
1474,150762.71336331815
1475,116877.93034858169
1476,316334.2749117179
1477,247567.5543298407
1478,291516.75578700134
1479,273363.9157561391
1480,405529.14613023563
1481,295412.800892353
1482,215941.3833494198
1483,182316.94886293687
1484,173201.38523901455
1485,202009.30747829805
1486,212602.13094002294
1487,290316.94805215683
1488,257266.20883250554
1489,184242.87367169448
1490,231792.62186611042
1491,216353.98374226963
1492,91525.8714817996
1493,221216.47611539083
1494,293918.8342942118
1495,279524.8144337017
1496,221204.29717138526
1497,169052.60475800277
1498,155488.77913372827
1499,161601.76634485062
1500,154100.30887860013
1501,201494.71519104735
1502,141331.8653445181
1503,279280.8870413871
1504,248672.54570331436
1505,225069.18683154034
1506,208678.91950203298
1507,255223.1542666862
1508,212632.7224194386
1509,157907.09447261086
1510,148196.1925403315
1511,148299.70032427038
1512,192049.5552953067
1513,170911.16020508306
1514,157550.120222098
1515,230242.82607119688
1516,176835.50462888466
1517,177752.76725287092
1518,125441.24155399675
1519,247150.13870595075
1520,131822.48926405652
1521,126557.38421423029
1522,204234.70898822622
1523,89640.79749625556
1524,116215.14555857031
1525,104947.95801862425
1526,93495.97060617838
1527,95483.13211300281
1528,157547.23323627544
1529,128972.68522286095
1530,238124.299660789
1531,154867.32840570566
1532,109726.56869437266
1533,149617.68000777866
1534,132662.53191389627
1535,161969.6518065605
1536,108873.95443795904
1537,31446.70022788964
1538,190379.1474683087
1539,234878.870143203
1540,114385.69272395642
1541,159273.83607542838
1542,143585.97341235584
1543,199965.46419793216
1544,77287.50357550409
1545,136527.1920501683
1546,138779.04162261178
1547,147527.74750633474
1548,142683.1090338829
1549,126859.2290291767
1550,127583.01289898237
1551,133740.5765448676
1552,136315.77849786045
1553,162486.21099403885
1554,127566.79143284654
1555,174285.54655580482
1556,82320.47294834277
1557,90451.08814779135
1558,95074.3435749843
1559,72703.62689346951
1560,129966.49025945092
1561,127522.94051419292
1562,119855.87573628747
1563,119653.62121094833
1564,153295.81190175144
1565,139393.01413614285
1566,249985.04483285366
1567,62606.13437285686
1568,233201.7676116694
1569,102384.6592902118
1570,148746.490485656
1571,117482.77105762842
1572,143273.92679551494
1573,257266.0774439077
1574,121621.85430025289
1575,244319.5450825597
1576,251139.9484934732
1577,199058.05988997204
1578,153265.40490031944
1579,136022.32860134903
1580,212744.98808484265
1581,147741.31823379535
1582,124247.30634621445
1583,307849.9469204533
1584,233466.12315162577
1585,154857.1399777907
1586,50834.13917056145
1587,100236.24429284972
1588,151635.3531235241
1589,104567.00948417171
1590,136267.86103474098
1591,68028.91516933758
1592,135259.5535068172
1593,137855.111724481
1594,133614.90650599092
1595,119958.59710171651
1596,226966.4484627262
1597,184160.9577851502
1598,211287.68495801676
1599,195826.44347129934
1600,183374.23485070578
1601,30548.19653132555
1602,125568.65931294925
1603,60350.64228547011
1604,255051.81111785173
1605,264518.42296228884
1606,177789.3858012928
1607,177190.33420722903
1608,223626.04534144117
1609,197776.7156641531
1610,157491.54856577053
1611,163495.12036452338
1612,168281.51520269024
1613,175123.717950215
1614,128950.66718784382
1615,64030.63019370678
1616,43896.71219466074
1617,66581.95384860839
1618,113105.67757745058
1619,152818.48602686488
1620,182081.192714141
1621,137956.83909219468
1622,136122.82673983896
1623,264570.0139536781
1624,216194.85037555947
1625,123527.59321991054
1626,198657.41051358051
1627,197883.79079150697
1628,285768.0240069759
1629,197128.66863843356
1630,324185.4476433828
1631,215378.44872506306
1632,235059.3154137995
1633,190293.57758515928
1634,198754.36788237529
1635,191214.25219103383
1636,165988.65092780342
1637,204144.96350088817
1638,227552.42146167584
1639,207882.3127455986
1640,277314.26032923185
1641,204403.17505359143
1642,230268.79876160677
1643,231204.54211144889
1644,236271.92361935336
1645,237696.3688066449
1646,180744.03144858024
1647,175354.31442023243
1648,136167.47941675503
1649,138639.59417562408
1650,116528.82635542056
1651,112166.81206590898
1652,124877.34516530315
1653,124522.04794033439
1654,153533.80952818596
1655,148448.28794990314
1656,142653.58807293433
1657,156773.53972500568
1658,145687.79174259648
1659,133911.5089039934
1660,147241.00137268554
1661,382126.79123885254
1662,332270.485505742
1663,326994.4449505444
1664,423329.50142494246
1665,287117.2738238879
1666,294420.3014979204
1667,317843.03947771667
1668,307184.82832044404
