Id,SalePrice
1461,119594.40630984781
1462,158460.35196064564
1463,178563.50478883475
1464,202974.67167507438
1465,193791.8631092016
1466,186150.39859581747
1467,199978.86056176008
1468,174724.24232684408
1469,207525.36759776663
1470,114567.69621598386
1471,204085.99681058573
1472,118248.44720058827
1473,100147.03936754739
1474,150347.4898206439
1475,115737.37876426236
1476,317671.7622017927
1477,248069.7296860463
1478,292355.8665420016
1479,274478.76929260895
1480,408737.19371264055
1481,296802.6020013611
1482,216048.08200486578
1483,182327.16154692057
1484,172802.11119315296
1485,201352.38538600318
1486,212356.16511992566
1487,291841.6878644208
1488,257879.8381833045
1489,184013.6664872795
1490,232201.7648496684
1491,216013.19666297967
1492,90854.90264196483
1493,222184.78983300403
1494,295377.72120626824
1495,280535.17372084147
1496,221651.6206619962
1497,168758.45097522376
1498,154450.62214325595
1499,160584.37552341673
1500,153115.52224060503
1501,200988.5628954198
1502,140101.01006702127
1503,279500.9396740905
1504,248725.48957921265
1505,225515.98506665934
1506,209859.20501419835
1507,256356.6297458893
1508,213234.02934457845
1509,157740.32559490105
1510,148052.56169017125
1511,148091.5544097451
1512,192545.33033587097
1513,171126.49507376648
1514,158604.09810684295
1515,232259.82565502424
1516,176699.25310139783
1517,177371.40289842803
1518,126115.4691546925
1519,247580.60120936244
1520,131545.3995064923
1521,126338.42703507503
1522,204907.02797820294
1523,88994.81081638078
1524,115622.13384672336
1525,104191.71402315337
1526,92786.07463125967
1527,94820.95990650737
1528,156889.8309957906
1529,128894.33784095297
1530,238452.66856217693
1531,155227.48567649865
1532,108869.11417771364
1533,150297.7248281551
1534,131915.15061032627
1535,161917.12381181557
1536,108484.58381810536
1537,30503.282006522146
1538,190078.05552593095
1539,235634.9781696425
1540,115060.043146323
1541,158855.63774390912
1542,143540.45974935853
1543,200478.8194590466
1544,76024.78744324869
1545,135350.04155701798
1546,138106.2797155589
1547,147315.09653903675
1548,142032.99048783892
1549,125591.5110890448
1550,127330.20327097073
1551,133185.8363061035
1552,136400.03846132618
1553,161997.63005275308
1554,126657.6163631815
1555,175214.1290237511
1556,81461.64464760998
1557,90459.99541266466
1558,93725.385204071
1559,72810.36700516014
1560,129844.26642874166
1561,128739.67173805411
1562,119203.90581449587
1563,118631.37064353336
1564,153538.9229450496
1565,139047.4144275419
1566,250407.30512676848
1567,61363.486063329285
1568,233646.27139049413
1569,102874.72375494198
1570,148477.81783462927
1571,117040.2786497123
1572,142999.27323201107
1573,257696.48280551296
1574,121612.12562378404
1575,244623.31246323435
1576,251205.75819619987
1577,198824.51155695439
1578,152774.8147568856
1579,135282.57633769012
1580,212552.56880242535
1581,147504.12774157198
1582,123253.07895298049
1583,309444.8135560257
1584,233856.04897880333
1585,153792.81061589828
1586,49409.02553823797
1587,99535.91008241613
1588,151390.199859853
1589,103674.86526880035
1590,135797.6866209711
1591,67212.41301428954
1592,135297.66277517303
1593,136773.0876953312
1594,134327.08030708326
1595,119697.88262900783
1596,227750.281729948
1597,184739.22532425774
1598,211084.75658727981
1599,195164.8837106778
1600,183082.8612031447
1601,28834.040757902665
1602,124618.88458129167
1603,59573.287789563896
1604,255844.1351103182
1605,264713.3713687325
1606,177777.04260564863
1607,178923.4512237617
1608,223693.49322987124
1609,197511.19508169364
1610,156907.76739048128
1611,163385.72786067871
1612,168579.31360618607
1613,175251.78924550005
1614,128147.41518813834
1615,62830.476530024636
1616,42702.15443538781
1617,65404.659016847334
